Date,Country,Population,Total Tests,Total Cases,Total Deaths,Total Recovered,Serious or Critical,Active Cases
2020-04-18,Guinea,13131693,,518,3,65,,450
2020-04-18,Bulgaria,6947685,26417,878,41,153,35,684
2020-04-18,Bosnia and Herzegovina,3280535,16868,1268,47,338,4,883
2020-04-18,Djibouti,988051,7486,732,2,76,,654
2020-04-18,Mauritania,4649335,913,7,1,6,,0
2020-04-18,French Guiana,298663,,96,,64,2,32
2020-04-18,Luxembourg,626005,33252,3537,72,601,32,2864
2020-04-18,Costa Rica,5094413,10138,655,4,97,10,554
2020-04-18,Hungary,9660054,43901,1834,172,231,60,1431
2020-04-18,CAR,4829943,,12,,4,,8
2020-04-18,Greece,10422379,53290,2235,110,269,67,1856
2020-04-18,Palestine,5101295,17329,418,2,69,,347
2020-04-18,Thailand,69801669,100498,2733,47,1787,61,899
2020-04-18,Equatorial Guinea,1402697,854,79,,4,,75
2020-04-18,Croatia,4104916,21647,1832,39,615,27,1178
2020-04-18,Somalia,15891663,,135,7,2,2,126
2020-04-18,Albania,2877761,5311,548,26,302,5,220
2020-04-18,Mayotte,272805,1800,254,4,117,6,133
2020-04-18,Nicaragua,6624943,,9,2,6,,1
2020-04-18,Madagascar,27689361,2357,120,,35,1,85
2020-04-18,Maldives,540563,3714,35,,16,,19
2020-04-18,Cuba,11326539,25309,986,32,227,15,727
2020-04-18,Paraguay,7132953,4950,202,8,35,1,159
2020-04-18,Mali,20248495,,216,13,41,,162
2020-04-18,Sri Lanka,21414041,4768,254,7,86,1,161
2020-04-18,South Sudan,11194384,,4,,,,4
2020-04-18,Estonia,1326544,39605,1512,38,162,11,1312
2020-04-18,Iceland,341260,41091,1760,9,1291,3,460
2020-04-18,Lebanon,6825046,20225,672,21,99,30,552
2020-04-18,Lithuania,2721623,58816,1239,33,228,14,978
2020-04-18,Guinea-Bissau,1967945,1500,46,,,,46
2020-04-18,Slovakia,5459670,40953,1089,11,213,10,865
2020-04-18,Slovenia,2078941,40580,1317,70,190,27,1057
2020-04-18,Zambia,18382115,2191,57,2,33,1,22
2020-04-18,Congo,5517851,,143,6,11,,126
2020-04-18,New Zealand,5002100,79078,1422,11,867,3,544
2020-04-18,Sierra Leone,7977071,,30,,,,30
2020-04-18,Malawi,19128766,417,17,2,3,1,12
2020-04-18,Cabo Verde,556020,,58,1,1,,56
2020-04-18,Hong Kong,7497398,131786,1024,4,568,9,452
2020-04-18,Yemen,29825732,,1,,,,1
2020-04-18,Benin,12122378,,35,1,18,,16
2020-04-18,Tunisia,11819320,14640,866,37,43,33,786
2020-04-18,Jordan,10203736,20500,413,7,269,5,137
2020-04-18,Latvia,1885860,34697,712,5,88,5,619
2020-04-18,Niger,24199536,4715,639,19,113,,507
2020-04-18,Rwanda,12951630,6237,144,,69,,75
2020-04-18,Cyprus,1207423,32284,761,12,79,8,670
2020-04-18,Burkina Faso,20901407,,565,36,321,,208
2020-04-18,Uruguay,3473841,12478,517,9,298,14,210
2020-04-18,Georgia,3989076,5027,388,4,86,6,298
2020-04-18,Mozambique,31252301,952,35,,4,,31
2020-04-18,Libya,6871671,707,49,1,11,,37
2020-04-18,Uganda,45733011,11101,55,,22,,33
2020-04-18,Eswatini,1160233,714,22,1,8,,13
2020-04-18,Chad,16424003,,33,,8,,25
2020-04-18,Andorra,77266,1673,704,35,205,17,464
2020-04-18,Liberia,5057545,,76,7,7,,62
2020-04-18,Sao Tome and Principe,219165,19,4,,,,4
2020-04-18,Jamaica,2961280,1516,163,5,25,,133
2020-04-18,San Marino,33932,1605,455,39,60,15,356
2020-04-18,Malta,441554,23253,426,3,99,4,324
2020-04-18,Togo,8278509,4191,84,5,49,,30
2020-04-18,Montenegro,628067,3874,307,5,55,7,247
2020-04-18,Zimbabwe,14863695,2626,25,3,2,,20
2020-04-18,Channel Islands,173873,3320,484,21,73,,390
2020-04-18,Suriname,586666,,10,1,6,,3
2020-04-18,Réunion,895359,,407,,237,4,170
2020-04-18,Tanzania,59727695,,147,5,11,4,131
2020-04-18,Taiwan,23817206,52445,398,6,178,,214
2020-04-18,Vietnam,97344194,206253,268,,201,8,67
2020-04-18,Namibia,2540984,499,16,,6,,10
2020-04-18,Mauritius,1271789,9755,325,9,180,3,136
2020-04-18,Isle of Man,85037,2414,297,6,180,11,111
2020-04-18,Angola,32860881,,24,2,6,,16
2020-04-18,Syria,17499993,,38,2,5,,31
2020-04-18,Comoros,869602,,,,,,
2020-04-18,Myanmar,54412560,4065,98,5,5,,88
2020-04-18,Botswana,2351656,3602,15,1,,,14
2020-04-18,Guyana,786584,283,63,6,9,4,48
2020-04-18,Martinique,375262,,163,12,73,11,78
2020-04-18,Mongolia,3278436,1450,31,,5,,26
2020-04-18,Eritrea,3546614,,39,,3,,36
2020-04-18,Cayman Islands,65726,702,61,1,7,3,53
2020-04-18,Burundi,11889174,80,5,1,,,4
2020-04-18,Faeroe Islands,48865,5981,184,,173,,11
2020-04-18,Guadeloupe,400125,,148,8,73,13,67
2020-04-18,Gibraltar,33691,1859,132,,111,1,21
2020-04-18,Bermuda,62275,552,83,5,35,9,43
2020-04-18,Brunei,437505,11254,137,1,113,2,23
2020-04-18,Cambodia,16719876,5768,122,,103,1,19
2020-04-18,Trinidad and Tobago,1399530,1320,114,8,21,,85
2020-04-18,Monaco,39244,,94,3,22,3,69
2020-04-18,Bahamas,393267,,55,9,10,1,36
2020-04-18,Aruba,106770,1358,96,2,44,4,50
2020-04-18,Barbados,287379,1000,75,5,17,4,53
2020-04-18,Liechtenstein,38129,900,79,1,55,,23
2020-04-18,Seychelles,98352,,11,,5,,6
2020-04-18,Sint Maarten,42879,163,64,9,12,6,43
2020-04-18,Bhutan,771654,8107,5,,2,,3
2020-04-18,Antigua and Barbuda,97934,73,23,3,3,1,17
2020-04-18,French Polynesia,280921,1302,55,,2,1,53
2020-04-18,Gambia,2416422,316,9,1,2,,6
2020-04-18,Macao,649371,,45,,16,1,29
2020-04-18,Turks and Caicos,38719,83,11,1,,,10
2020-04-18,Saint Martin,38667,,37,2,19,5,16
2020-04-18,Lesotho,2142367,,,,,,
2020-04-18,St. Vincent Grenadines,110943,87,12,,1,,11
2020-04-18,Belize,397640,651,18,2,,1,16
2020-04-18,Timor-Leste,1318476,,18,,1,,17
2020-04-18,Curaçao,164099,286,14,1,11,,2
2020-04-18,Grenada,112527,92,14,,6,4,8
2020-04-18,Saint Lucia,183634,344,15,,11,,4
2020-04-18,New Caledonia,285515,3399,18,,14,1,4
2020-04-18,Laos,7275939,1318,19,,2,,17
2020-04-18,Dominica,71988,345,16,,8,,8
2020-04-18,Fiji,896492,,17,,,,17
2020-04-18,Saint Kitts and Nevis,53202,234,14,,,,14
2020-04-18,Falkland Islands,3480,319,11,,3,,8
2020-04-18,Greenland,56771,1043,11,,11,,0
2020-04-18,Vatican City,801,,8,,2,,6
2020-04-18,Montserrat,4992,36,11,,2,1,9
2020-04-18,Papua New Guinea,8947241,167,7,,,,7
2020-04-18,Western Sahara,597314,,6,,,,6
2020-04-18,British Virgin Islands,30233,,4,,2,,2
2020-04-18,Caribbean Netherlands,26225,10,3,,,,3
2020-04-18,St. Barth,9877,,6,,5,,1
2020-04-18,Anguilla,15004,,3,,1,,2
2020-04-18,Saint Pierre Miquelon,5794,,1,,,,1
2020-04-19,USA,331018157,3861549,763832,40553,71003,13566,652276
2020-04-19,Brazil,212570544,62985,38654,2462,22130,6634,14062
2020-04-19,Russia,145935130,1940000,42853,361,3291,8,39201
2020-04-19,India,1380085626,401586,17615,559,2854,,14202
2020-04-19,Spain,46754972,930230,198674,20453,77357,7371,100864
2020-04-19,Peru,32973640,143745,15628,400,6811,167,8417
2020-04-19,Chile,19117287,113649,10088,133,4338,360,5617
2020-04-19,UK,67888969,482063,120067,16060,,1559,103663
2020-04-19,Italy,60460794,1356541,178972,23660,47055,2635,108257
2020-04-19,Mexico,128940399,49167,7497,650,2627,207,4220
2020-04-19,Iran,83997756,341662,82211,5118,57023,3456,20070
2020-04-19,Pakistan,220896749,98522,8348,168,1868,46,6312
2020-04-19,Turkey,84344072,634277,86306,2017,11976,1922,72313
2020-04-19,Saudi Arabia,34815518,180000,9362,97,1398,97,7867
2020-04-19,Germany,83786438,1728357,145742,4642,88000,2889,53100
2020-04-19,South Africa,59312107,114711,3158,54,903,36,2201
2020-04-19,France,65274927,463662,152894,19718,36578,5744,96598
2020-04-19,Bangladesh,164699098,23941,2456,91,75,1,2290
2020-04-19,Colombia,50885910,62746,3792,179,711,98,2902
2020-04-19,Canada,37744314,536062,35056,1587,11843,557,21626
2020-04-19,Qatar,2807805,62538,5448,8,518,37,4922
2020-04-19,China,1439323776,,82735,4632,77062,85,1041
2020-04-19,Argentina,45198395,32712,2941,134,709,123,2098
2020-04-19,Egypt,102336953,55000,3144,239,732,,2173
2020-04-19,Sweden,10099756,74600,14385,1540,550,450,12295
2020-04-19,Belarus,9449289,98231,4779,47,494,65,4238
2020-04-19,Belgium,11590064,153778,38496,5683,8757,1081,24056
2020-04-19,Indonesia,273539841,42219,6575,582,686,,5307
2020-04-19,Ecuador,17643922,31809,9468,474,1061,124,7933
2020-04-19,Iraq,40221975,56147,1539,82,1009,,448
2020-04-19,Netherlands,17135244,154911,32655,3684,,1176,28721
2020-04-19,UAE,9890980,767000,6781,41,1286,1,5454
2020-04-19,Kuwait,4270789,,1915,7,305,38,1603
2020-04-19,Ukraine,43730137,57111,5449,141,347,45,4961
2020-04-19,Singapore,5850663,94796,6588,11,768,22,5809
2020-04-19,Kazakhstan,18777808,100878,1676,17,400,22,1259
2020-04-19,Oman,5106343,,1266,7,233,3,1026
2020-04-19,Portugal,10196343,235878,20206,714,610,224,18882
2020-04-19,Philippines,109587217,59928,6259,409,572,1,5278
2020-04-19,Panama,4314967,19091,4273,120,140,96,4013
2020-04-19,Bolivia,11673664,3569,520,32,31,3,457
2020-04-19,Poland,37846137,204246,9287,360,1040,160,7887
2020-04-19,Dominican Republic,10848551,15583,4680,226,363,114,4091
2020-04-19,Afghanistan,38927805,6422,996,33,131,7,832
2020-04-19,Switzerland,8655082,221263,27740,1393,17800,386,8547
2020-04-19,Bahrain,1701143,85126,1881,7,759,2,1115
2020-04-19,Romania,19235880,93611,8746,451,1892,256,6403
2020-04-19,Israel,9197590,187250,13491,172,3754,146,9565
2020-04-19,Nigeria,206130241,7153,627,21,170,2,436
2020-04-19,Armenia,2963298,12680,1291,20,545,30,726
2020-04-19,Ireland,4938079,90646,15251,610,77,294,14564
2020-04-19,Guatemala,17916069,7200,257,7,21,3,229
2020-04-19,Honduras,9905059,2535,472,46,15,10,411
2020-04-19,Ghana,31073108,68591,1042,9,99,4,934
2020-04-19,Azerbaijan,10139762,95747,1398,19,712,21,667
2020-04-19,Japan,126471668,112816,10797,236,1159,217,9402
2020-04-19,Austria,9006813,179243,14749,452,10501,204,3796
2020-04-19,Moldova,4033850,10488,2472,67,457,80,1948
2020-04-19,Serbia,8736919,38701,6318,122,753,120,5443
2020-04-19,Nepal,29137741,29567,31,,4,,27
2020-04-19,Algeria,43852424,6500,2629,375,1047,40,1207
2020-04-19,Morocco,36912729,15123,2855,141,327,1,2387
2020-04-19,S. Korea,51269647,559109,10661,234,8042,55,2385
2020-04-19,Denmark,5792389,94277,7384,355,4141,84,2888
2020-04-19,Cameroon,26544616,,1017,42,305,33,670
2020-04-19,Czechia,10709179,168096,6746,186,1298,84,5262
2020-04-19,Ivory Coast,26377087,,847,9,260,,578
2020-04-19,Sudan,43848176,,66,10,6,,50
2020-04-19,Uzbekistan,33470949,136000,1565,5,225,8,1335
2020-04-19,Norway,5421538,142166,7078,165,32,58,6881
2020-04-19,Malaysia,32367850,103892,5389,89,3197,46,2103
2020-04-19,Australia,25501388,420996,6612,71,4230,48,2311
2020-04-19,DRC,89548102,,327,25,26,,276
2020-04-19,El Salvador,6486480,11160,201,7,44,1,150
2020-04-19,Finland,5540807,57300,3783,94,1700,68,1989
2020-04-19,Kenya,53770877,13239,270,14,67,2,189
2020-04-19,Senegal,16742747,,367,3,220,1,144
2020-04-19,North Macedonia,2083373,11870,1207,51,179,15,977
2020-04-19,Kyrgyzstan,6524470,26147,554,5,133,5,416
2020-04-19,Venezuela,28434951,299714,256,9,117,4,130
2020-04-19,Haiti,11403193,498,47,3,,,44
2020-04-19,Tajikistan,9537520,,,,,,
2020-04-19,Ethiopia,114958401,7557,108,3,16,1,89
2020-04-19,Gabon,2225671,572,109,1,7,,101
2020-04-19,Guinea,13131693,,579,5,87,,487
2020-04-19,Bulgaria,6947685,26417,894,42,161,36,691
2020-04-19,Bosnia and Herzegovina,3280535,17818,1285,48,347,4,890
2020-04-19,Djibouti,988051,8144,846,2,102,,742
2020-04-19,Mauritania,4649335,913,7,1,6,,0
2020-04-19,French Guiana,298663,,96,,64,2,32
2020-04-19,Luxembourg,626005,33666,3550,73,627,31,2850
2020-04-19,Costa Rica,5094413,10417,660,5,112,10,543
2020-04-19,Hungary,9660054,46353,1916,189,250,61,1477
2020-04-19,CAR,4829943,,12,,4,,8
2020-04-19,Greece,10422379,53290,2235,113,269,67,1853
2020-04-19,Palestine,5101295,17329,439,3,71,,365
2020-04-19,Thailand,69801669,100498,2765,47,1928,61,790
2020-04-19,Equatorial Guinea,1402697,854,79,,4,,75
2020-04-19,Croatia,4104916,24186,1871,47,709,23,1115
2020-04-19,Somalia,15891663,,164,7,3,2,154
2020-04-19,Albania,2877761,5542,562,26,314,5,222
2020-04-19,Mayotte,272805,1850,271,4,117,5,150
2020-04-19,Nicaragua,6624943,,10,2,6,,2
2020-04-19,Madagascar,27689361,2357,121,,39,1,82
2020-04-19,Maldives,540563,3714,52,,16,,36
2020-04-19,Cuba,11326539,26982,1035,34,255,16,746
2020-04-19,Paraguay,7132953,4950,206,8,41,1,157
2020-04-19,Mali,20248495,,224,14,42,,168
2020-04-19,Sri Lanka,21414041,6463,271,7,96,1,168
2020-04-19,South Sudan,11194384,,4,,,,4
2020-04-19,Estonia,1326544,40333,1528,40,164,10,1324
2020-04-19,Iceland,341260,41091,1771,9,1291,3,471
2020-04-19,Lebanon,6825046,20929,673,21,102,27,550
2020-04-19,Lithuania,2721623,64035,1298,35,242,14,1021
2020-04-19,Guinea-Bissau,1967945,1500,50,,3,,47
2020-04-19,Slovakia,5459670,44278,1161,12,229,10,920
2020-04-19,Slovenia,2078941,41265,1330,74,192,26,1064
2020-04-19,Zambia,18382115,2586,61,3,33,1,25
2020-04-19,Congo,5517851,,143,6,11,,126
2020-04-19,New Zealand,5002100,83224,1431,12,912,18,507
2020-04-19,Sierra Leone,7977071,,35,,6,,29
2020-04-19,Malawi,19128766,429,17,2,3,1,12
2020-04-19,Cabo Verde,556020,,61,1,1,,59
2020-04-19,Hong Kong,7497398,131786,1026,4,602,8,420
2020-04-19,Yemen,29825732,,1,,,,1
2020-04-19,Benin,12122378,,35,1,18,,16
2020-04-19,Tunisia,11819320,16098,879,38,43,33,798
2020-04-19,Jordan,10203736,29000,417,7,276,5,134
2020-04-19,Latvia,1885860,35881,727,5,88,5,634
2020-04-19,Niger,24199536,4715,648,20,117,,511
2020-04-19,Rwanda,12951630,6959,147,,76,,71
2020-04-19,Cyprus,1207423,34087,767,12,81,15,674
2020-04-19,Burkina Faso,20901407,,576,36,338,,202
2020-04-19,Uruguay,3473841,13207,517,10,298,14,209
2020-04-19,Georgia,3989076,5027,394,4,93,6,297
2020-04-19,Mozambique,31252301,1037,39,,8,,31
2020-04-19,Libya,6871671,725,51,1,11,,39
2020-04-19,Uganda,45733011,11101,55,,28,,27
2020-04-19,Eswatini,1160233,714,22,1,8,,13
2020-04-19,Chad,16424003,,33,,8,,25
2020-04-19,Andorra,77266,1673,713,36,235,17,442
2020-04-19,Liberia,5057545,,91,8,7,,76
2020-04-19,Sao Tome and Principe,219165,19,4,,,,4
2020-04-19,Jamaica,2961280,1605,173,5,27,,141
2020-04-19,San Marino,33932,1711,461,39,60,4,362
2020-04-19,Malta,441554,23253,427,3,118,2,306
2020-04-19,Togo,8278509,4295,84,5,52,,27
2020-04-19,Montenegro,628067,3874,308,5,55,7,248
2020-04-19,Zimbabwe,14863695,2851,25,3,2,,20
2020-04-19,Channel Islands,173873,3320,488,21,73,,394
2020-04-19,Suriname,586666,,10,1,6,,3
2020-04-19,Réunion,895359,,408,,237,4,171
2020-04-19,Tanzania,59727695,,170,7,11,4,152
2020-04-19,Taiwan,23817206,53005,420,6,189,,225
2020-04-19,Vietnam,97344194,206253,268,,202,8,66
2020-04-19,Namibia,2540984,524,16,,6,,10
2020-04-19,Mauritius,1271789,9755,328,9,208,3,111
2020-04-19,Isle of Man,85037,2465,298,6,193,10,99
2020-04-19,Angola,32860881,,24,2,6,,16
2020-04-19,Syria,17499993,,39,3,5,,31
2020-04-19,Comoros,869602,,,,,,
2020-04-19,Myanmar,54412560,4605,111,5,7,,99
2020-04-19,Botswana,2351656,4432,20,1,,,19
2020-04-19,Guyana,786584,322,65,7,9,4,49
2020-04-19,Martinique,375262,,163,12,73,11,78
2020-04-19,Mongolia,3278436,1554,32,,7,,25
2020-04-19,Eritrea,3546614,,39,,3,,36
2020-04-19,Cayman Islands,65726,702,61,1,7,3,53
2020-04-19,Burundi,11889174,80,5,1,,,4
2020-04-19,Faeroe Islands,48865,6021,185,,176,,9
2020-04-19,Guadeloupe,400125,,148,8,73,13,67
2020-04-19,Gibraltar,33691,1912,132,,120,1,12
2020-04-19,Bermuda,62275,638,86,5,35,10,46
2020-04-19,Brunei,437505,11472,138,1,115,2,22
2020-04-19,Cambodia,16719876,5768,122,,105,1,17
2020-04-19,Trinidad and Tobago,1399530,1335,114,8,21,,85
2020-04-19,Monaco,39244,,94,3,22,3,69
2020-04-19,Bahamas,393267,,60,9,11,1,40
2020-04-19,Aruba,106770,1442,97,2,49,4,46
2020-04-19,Barbados,287379,1000,75,5,17,4,53
2020-04-19,Liechtenstein,38129,900,81,1,55,,25
2020-04-19,Seychelles,98352,,11,,5,,6
2020-04-19,Sint Maarten,42879,163,67,10,12,6,45
2020-04-19,Bhutan,771654,8107,5,,2,,3
2020-04-19,Antigua and Barbuda,97934,73,23,3,3,1,17
2020-04-19,French Polynesia,280921,1302,55,,2,1,53
2020-04-19,Gambia,2416422,316,10,1,2,,7
2020-04-19,Macao,649371,,45,,17,1,28
2020-04-19,Turks and Caicos,38719,83,11,1,,,10
2020-04-19,Saint Martin,38667,,37,2,19,5,16
2020-04-19,Lesotho,2142367,,,,,,
2020-04-19,St. Vincent Grenadines,110943,87,12,,1,,11
2020-04-19,Belize,397640,651,18,2,2,1,14
2020-04-19,Timor-Leste,1318476,,19,,1,,18
2020-04-19,Curaçao,164099,286,14,1,11,,2
2020-04-19,Grenada,112527,92,14,,6,4,8
2020-04-19,Saint Lucia,183634,344,15,,11,,4
2020-04-19,New Caledonia,285515,3399,18,,15,1,3
2020-04-19,Laos,7275939,1333,19,,2,,17
2020-04-19,Dominica,71988,345,16,,8,,8
2020-04-19,Fiji,896492,,17,,,,17
2020-04-19,Saint Kitts and Nevis,53202,234,14,,,,14
2020-04-19,Falkland Islands,3480,319,11,,3,,8
2020-04-19,Greenland,56771,1043,11,,11,,0
2020-04-19,Vatican City,801,,8,,2,,6
2020-04-19,Montserrat,4992,36,11,,2,1,9
2020-04-19,Papua New Guinea,8947241,167,7,,,,7
2020-04-19,Western Sahara,597314,,6,,,,6
2020-04-19,British Virgin Islands,30233,,4,1,2,,1
2020-04-19,Caribbean Netherlands,26225,110,5,,,,5
2020-04-19,St. Barth,9877,,6,,5,,1
2020-04-19,Anguilla,15004,,3,,1,,2
2020-04-19,Saint Pierre Miquelon,5794,,1,,,,1
2020-04-20,USA,331018157,4026360,792759,42514,72389,13951,677856
2020-04-20,Brazil,212570544,291922,40743,2587,22130,7919,16026
2020-04-20,Russia,145935130,2053319,47121,405,3446,700,43270
2020-04-20,India,1380085626,401586,18539,592,3273,,14674
2020-04-20,Spain,46754972,930230,200210,20852,80587,7371,98771
2020-04-20,Peru,32973640,148011,16325,445,6968,385,8912
2020-04-20,Chile,19117287,118827,10507,139,4676,377,5692
2020-04-20,UK,67888969,501379,124743,16509,,1559,107890
2020-04-20,Italy,60460794,1398024,181228,24114,48877,2573,108237
2020-04-20,Mexico,128940399,49570,8261,686,2627,207,4948
2020-04-20,Iran,83997756,353012,83505,5209,59273,3389,19023
2020-04-20,Pakistan,220896749,104302,8892,176,1970,46,6746
2020-04-20,Turkey,84344072,673980,90980,2140,13430,1909,75410
2020-04-20,Saudi Arabia,34815518,180000,10484,103,1490,88,8891
2020-04-20,Germany,83786438,1728357,147065,4862,91500,2889,50703
2020-04-20,South Africa,59312107,121510,3300,58,1055,36,2187
2020-04-20,France,65274927,463662,155383,20265,37409,5683,97709
2020-04-20,Bangladesh,164699098,26604,2948,101,85,1,2762
2020-04-20,Colombia,50885910,62746,3977,189,804,98,2984
2020-04-20,Canada,37744314,559578,36829,1690,12586,557,22553
2020-04-20,Qatar,2807805,64620,6015,9,555,37,5451
2020-04-20,China,1439323776,,82747,4632,77084,81,1031
2020-04-20,Argentina,45198395,34568,3031,142,737,123,2152
2020-04-20,Egypt,102336953,55000,3333,250,821,,2262
2020-04-20,Sweden,10099756,74600,14777,1580,550,521,12647
2020-04-20,Belarus,9449289,102556,6264,51,514,92,5699
2020-04-20,Belgium,11590064,161896,39983,5828,8895,1071,25260
2020-04-20,Indonesia,273539841,43749,6760,590,747,,5423
2020-04-20,Ecuador,17643922,32453,10128,507,1150,124,8471
2020-04-20,Iraq,40221975,59055,1574,82,1043,,449
2020-04-20,Netherlands,17135244,171415,33405,3751,,1158,29404
2020-04-20,UAE,9890980,790000,7265,43,1360,1,5862
2020-04-20,Kuwait,4270789,,1995,9,367,39,1619
2020-04-20,Ukraine,43730137,58093,5710,151,359,45,5200
2020-04-20,Singapore,5850663,94796,8014,11,801,23,7202
2020-04-20,Kazakhstan,18777808,117949,1852,19,447,22,1386
2020-04-20,Oman,5106343,,1410,7,238,3,1165
2020-04-20,Portugal,10196343,235878,20863,735,610,215,19518
2020-04-20,Philippines,109587217,59928,6459,428,613,1,5418
2020-04-20,Panama,4314967,19091,4467,126,165,98,4176
2020-04-20,Bolivia,11673664,3569,564,33,31,3,500
2020-04-20,Poland,37846137,214236,9593,380,1133,160,8080
2020-04-20,Dominican Republic,10848551,57809,4964,235,416,128,4313
2020-04-20,Afghanistan,38927805,6422,1026,36,135,7,855
2020-04-20,Switzerland,8655082,224442,27944,1429,18600,386,7915
