Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive
29-07-2020,Azerbaijan,10159718,708632,31221,438,24495,6288,,,0.307301837
30-07-2020,Azerbaijan,10159718,717164,31560,441,25168,5951,,,0.310638543
31-07-2020,Azerbaijan,10159718,724953,31878,448,25882,5548,,,0.313768551
01-08-2020,Azerbaijan,10159718,732236,32157,454,26474,5229,,,0.316514691
02-08-2020,Azerbaijan,10159718,738963,32443,462,27113,4868,,,0.319329729
03-08-2020,Azerbaijan,10159718,744837,32684,468,27760,4456,,,0.321701843
04-08-2020,Azerbaijan,10159718,751246,32910,473,28348,4089,,,0.323926314
05-08-2020,Azerbaijan,10159718,759129,33103,476,28840,3787,,,0.325825973
06-08-2020,Azerbaijan,10159718,766179,33247,479,29275,3493,,,0.327243335
07-08-2020,Azerbaijan,10159718,773051,33376,483,29696,3197,,,0.328513055
08-08-2020,Azerbaijan,10159718,779508,33481,488,30056,2937,,,0.329546548
09-08-2020,Azerbaijan,10159718,785126,33568,490,30364,2714,,,0.330402871
10-08-2020,Azerbaijan,10159718,790141,33647,492,30642,2513,,,0.331180452
11-08-2020,Azerbaijan,10159718,796459,33731,495,30856,2380,,,0.332007247
12-08-2020,Azerbaijan,10159718,804513,33824,497,31058,2269,,,0.332922626
13-08-2020,Azerbaijan,10159718,812033,33915,500,31269,2146,,,0.333818321
14-08-2020,Azerbaijan,10159718,820002,34018,504,31490,2024,,,0.334832128
15-08-2020,Azerbaijan,10159718,826043,34107,506,31697,1904,,,0.335708137
16-08-2020,Azerbaijan,10159718,831755,34219,506,31875,1838,,,0.33681053
17-08-2020,Azerbaijan,10159718,836908,34343,508,32042,1793,,,0.338031036
18-08-2020,Azerbaijan,10159718,836908,34474,509,32201,1764,,,0.339320442
19-08-2020,Azerbaijan,10159718,849628,34620,510,32363,1747,,,0.34075749
20-08-2020,Azerbaijan,10159718,855802,34759,510,32511,1738,,,0.342125638
21-08-2020,Azerbaijan,10159718,861788,34921,512,32682,1727,,,0.34372017
22-08-2020,Azerbaijan,10159718,868345,35105,515,32842,1748,,,0.345531244
23-08-2020,Azerbaijan,10159718,873777,35274,518,32993,1763,,,0.347194676
24-08-2020,Azerbaijan,10159718,878667,35426,519,33104,1803,,,0.348690781
25-08-2020,Azerbaijan,10159718,885279,35559,521,33190,1848,,,0.349999872
26-08-2020,Azerbaijan,10159718,892070,35707,522,33281,1904,,,0.351456605
27-08-2020,Azerbaijan,10159718,898492,35844,524,33364,1956,,,0.352805068
28-08-2020,Azerbaijan,10159718,904506,35986,527,33461,1998,,,0.354202745
29-08-2020,Azerbaijan,10159718,910890,36174,529,33576,2069,,,0.35605319
30-08-2020,Azerbaijan,10159718,917027,36309,531,33703,2075,,,0.357381967
31-08-2020,Azerbaijan,10159718,922069,36435,534,33847,2054,,,0.358622159
01-09-2020,Azerbaijan,10159718,928666,36578,536,33977,2065,,,0.360029678
02-09-2020,Azerbaijan,10159718,935396,36732,538,34116,2078,,,0.361545468
03-09-2020,Azerbaijan,10159718,942265,36899,541,34264,2094,,,0.363189215
04-09-2020,Azerbaijan,10159718,949313,37031,543,34419,2069,,,0.364488463
05-09-2020,Azerbaijan,10159718,956492,37192,545,34565,2082,,,0.366073153
06-09-2020,Azerbaijan,10159718,963104,37329,548,34705,2076,,,0.367421615
07-09-2020,Azerbaijan,10159718,967040,37418,551,34837,2030,,,0.368297624
08-09-2020,Azerbaijan,10159718,967040,37557,552,34965,2040,,,0.369665772
09-09-2020,Azerbaijan,10159718,980978,37732,555,35119,2058,,,0.371388261
10-09-2020,Azerbaijan,10159718,988268,37874,556,35269,2049,,,0.372785938
11-09-2020,Azerbaijan,10159718,995376,38037,557,35440,2040,,,0.374390313
12-09-2020,Azerbaijan,10159718,1002727,38172,559,35607,2006,,,0.37571909
13-09-2020,Azerbaijan,10159718,1002727,38327,562,35756,2009,,,0.377244723
14-09-2020,Azerbaijan,10159718,1013108,38403,564,35860,1979,,,0.377992775
15-09-2020,Azerbaijan,10159718,1020029,38517,566,35998,1953,,,0.379114853
16-09-2020,Azerbaijan,10159718,1027685,38658,569,36149,1940,,,0.380502687
17-09-2020,Azerbaijan,10159718,1035286,38777,571,36289,1917,,,0.38167398
18-09-2020,Azerbaijan,10159718,1041184,38894,572,36424,1898,,,0.382825586
19-09-2020,Azerbaijan,10159718,1047906,39042,574,36601,1867,,,0.38428232
20-09-2020,Azerbaijan,10159718,1054792,39188,575,36755,1858,,,0.385719367
30-04-2020,Bahamas,394088,1284,81,11,25,45,,,0.020553785
01-05-2020,Bahamas,394088,1284,81,11,24,46,,,0.020553785
02-05-2020,Bahamas,394088,1353,83,11,24,48,,,0.021061286
03-05-2020,Bahamas,394088,1353,83,11,24,48,,,0.021061286
04-05-2020,Bahamas,394088,1391,83,11,25,47,,,0.021061286
05-05-2020,Bahamas,394088,1485,89,11,26,52,,,0.022583788
06-05-2020,Bahamas,394088,1500,92,11,26,55,,,0.02334504
07-05-2020,Bahamas,394088,1500,92,11,26,55,,,0.02334504
08-05-2020,Bahamas,394088,1500,92,11,31,50,,,0.02334504
09-05-2020,Bahamas,394088,1500,92,11,37,44,,,0.02334504
10-05-2020,Bahamas,394088,1500,92,11,37,44,,,0.02334504
11-05-2020,Bahamas,394088,1634,93,11,39,43,,,0.02359879
12-05-2020,Bahamas,394088,1634,93,11,39,43,,,0.02359879
13-05-2020,Bahamas,394088,1670,94,11,41,42,,,0.023852541
14-05-2020,Bahamas,394088,1700,96,11,41,44,,,0.024360041
15-05-2020,Bahamas,394088,1700,96,11,41,44,,,0.024360041
16-05-2020,Bahamas,394088,1794,96,11,42,43,,,0.024360041
17-05-2020,Bahamas,394088,1814,96,11,42,43,,,0.024360041
18-05-2020,Bahamas,394088,1826,96,11,43,42,,,0.024360041
19-05-2020,Bahamas,394088,1826,96,11,43,42,,,0.024360041
20-05-2020,Bahamas,394088,1826,97,11,43,43,,,0.024613792
21-05-2020,Bahamas,394088,1910,97,11,44,42,,,0.024613792
22-05-2020,Bahamas,394088,1910,97,11,44,42,,,0.024613792
23-05-2020,Bahamas,394088,1955,100,11,45,44,,,0.025375043
24-05-2020,Bahamas,394088,1955,100,11,45,44,,,0.025375043
25-05-2020,Bahamas,394088,1972,100,11,46,43,,,0.025375043
26-05-2020,Bahamas,394088,2026,100,11,46,43,,,0.025375043
27-05-2020,Bahamas,394088,2043,100,11,46,43,,,0.025375043
28-05-2020,Bahamas,394088,2043,100,11,46,43,,,0.025375043
29-05-2020,Bahamas,394088,2087,102,11,48,43,,,0.025882544
30-05-2020,Bahamas,394088,2091,102,11,48,43,,,0.025882544
31-05-2020,Bahamas,394088,2091,102,11,48,43,,,0.025882544
01-06-2020,Bahamas,394088,2101,102,11,49,42,,,0.025882544
02-06-2020,Bahamas,394088,2101,102,11,49,42,,,0.025882544
03-06-2020,Bahamas,394088,2121,102,11,55,36,,,0.025882544
04-06-2020,Bahamas,394088,2134,102,11,55,36,,,0.025882544
05-06-2020,Bahamas,394088,2156,102,11,55,36,,,0.025882544
06-06-2020,Bahamas,394088,2194,103,11,62,30,,,0.026136294
07-06-2020,Bahamas,394088,2194,103,11,62,30,,,0.026136294
08-06-2020,Bahamas,394088,2225,103,11,64,28,,,0.026136294
09-06-2020,Bahamas,394088,2225,103,11,64,28,,,0.026136294
10-06-2020,Bahamas,394088,2237,103,11,67,25,,,0.026136294
11-06-2020,Bahamas,394088,2252,103,11,68,24,,,0.026136294
12-06-2020,Bahamas,394088,2252,103,11,68,24,,,0.026136294
13-06-2020,Bahamas,394088,2261,103,11,68,24,,,0.026136294
14-06-2020,Bahamas,394088,2261,103,11,68,24,,,0.026136294
15-06-2020,Bahamas,394088,2261,103,11,68,24,,,0.026136294
16-06-2020,Bahamas,394088,2261,104,11,72,21,,,0.026390045
17-06-2020,Bahamas,394088,2261,104,11,72,21,,,0.026390045
18-06-2020,Bahamas,394088,2326,104,11,74,19,,,0.026390045
19-06-2020,Bahamas,394088,2326,104,11,74,19,,,0.026390045
20-06-2020,Bahamas,394088,2326,104,11,74,19,,,0.026390045
21-06-2020,Bahamas,394088,2347,104,11,77,16,,,0.026390045
22-06-2020,Bahamas,394088,2347,104,11,77,16,,,0.026390045
23-06-2020,Bahamas,394088,2360,104,11,83,10,,,0.026390045
24-06-2020,Bahamas,394088,2360,104,11,83,10,,,0.026390045
25-06-2020,Bahamas,394088,2366,104,11,84,9,,,0.026390045
26-06-2020,Bahamas,394088,2366,104,11,84,9,,,0.026390045
27-06-2020,Bahamas,394088,2388,104,11,87,6,,,0.026390045
28-06-2020,Bahamas,394088,2388,104,11,87,6,,,0.026390045
29-06-2020,Bahamas,394088,2388,104,11,87,6,,,0.026390045
30-06-2020,Bahamas,394088,2388,104,11,87,6,,,0.026390045
01-07-2020,Bahamas,394088,2404,104,11,89,4,,,0.026390045
02-07-2020,Bahamas,394088,2404,104,11,89,4,,,0.026390045
03-07-2020,Bahamas,394088,2436,104,11,89,4,,,0.026390045
04-07-2020,Bahamas,394088,2441,104,11,89,4,,,0.026390045
05-07-2020,Bahamas,394088,2441,104,11,89,4,,,0.026390045
06-07-2020,Bahamas,394088,2461,104,11,89,4,,,0.026390045
07-07-2020,Bahamas,394088,2467,104,11,89,4,,,0.026390045
08-07-2020,Bahamas,394088,2467,104,11,89,4,,,0.026390045
09-07-2020,Bahamas,394088,2489,106,11,89,6,,,0.026897546
10-07-2020,Bahamas,394088,2501,107,11,89,7,,,0.027151296
11-07-2020,Bahamas,394088,2526,111,11,89,11,,,0.028166298
12-07-2020,Bahamas,394088,2526,111,11,89,11,,,0.028166298
13-07-2020,Bahamas,394088,2526,111,11,89,11,,,0.028166298
14-07-2020,Bahamas,394088,2540,113,11,91,11,,,0.028673799
15-07-2020,Bahamas,394088,2552,119,11,91,17,,,0.030196301
16-07-2020,Bahamas,394088,2567,124,11,91,22,,,0.031465053
17-07-2020,Bahamas,394088,2570,129,11,91,27,,,0.032733806
18-07-2020,Bahamas,394088,2614,138,11,91,36,,,0.03501756
19-07-2020,Bahamas,394088,2645,153,11,91,51,,,0.038823816
20-07-2020,Bahamas,394088,3672,174,11,91,72,,,0.044152575
21-07-2020,Bahamas,394088,3672,174,11,91,72,,,0.044152575
22-07-2020,Bahamas,394088,3759,219,11,91,117,,,0.055571344
23-07-2020,Bahamas,394088,3845,274,11,91,172,,,0.069527618
24-07-2020,Bahamas,394088,3907,316,11,91,214,,,0.080185136
25-07-2020,Bahamas,394088,3935,326,11,91,224,,,0.082722641
26-07-2020,Bahamas,394088,3966,342,11,91,240,,,0.086782648
27-07-2020,Bahamas,394088,4014,382,11,91,280,,,0.096932665
28-07-2020,Bahamas,394088,4106,447,11,91,345,,,0.113426443
29-07-2020,Bahamas,394088,4143,484,11,91,382,,,0.122815209
30-07-2020,Bahamas,394088,4167,508,14,91,403,,,0.128905219
31-07-2020,Bahamas,394088,4286,574,14,91,469,,,0.145652748
01-08-2020,Bahamas,394088,4361,599,14,91,494,,,0.151996508
02-08-2020,Bahamas,394088,4410,648,14,91,543,,,0.16443028
03-08-2020,Bahamas,394088,4458,679,14,91,574,,,0.172296543
04-08-2020,Bahamas,394088,4622,715,14,91,610,,,0.181431558
05-08-2020,Bahamas,394088,4704,751,14,91,646,,,0.190566574
06-08-2020,Bahamas,394088,4814,761,14,91,656,,,0.193104078
07-08-2020,Bahamas,394088,6084,830,14,95,721,,,0.210612858
08-08-2020,Bahamas,394088,6281,878,14,99,765,,,0.222792879
09-08-2020,Bahamas,394088,6343,898,15,104,779,,,0.227867887
10-08-2020,Bahamas,394088,6557,945,15,113,817,,,0.239794158
11-08-2020,Bahamas,394088,6938,989,15,116,858,,,0.250959177
12-08-2020,Bahamas,394088,7096,1036,15,122,899,,,0.262885447
13-08-2020,Bahamas,394088,7242,1089,15,138,936,,,0.27633422
14-08-2020,Bahamas,394088,7322,1119,17,138,964,,,0.283946733
15-08-2020,Bahamas,394088,7533,1252,17,160,1075,,,0.31769554
16-08-2020,Bahamas,394088,7639,1315,18,189,1108,,,0.333681817
17-08-2020,Bahamas,394088,7690,1329,19,191,1119,,,0.337234323
18-08-2020,Bahamas,394088,7971,1424,20,203,1201,,,0.361340614
19-08-2020,Bahamas,394088,8320,1531,22,209,1300,,,0.38849191
20-08-2020,Bahamas,394088,8449,1610,23,211,1376,,,0.408538195
21-08-2020,Bahamas,394088,8449,1610,23,211,1376,,,0.408538195
22-08-2020,Bahamas,394088,8778,1703,27,221,1455,,,0.432136985
23-08-2020,Bahamas,394088,9068,1765,29,227,1509,,,0.447869511
24-08-2020,Bahamas,394088,10170,1798,46,634,1118,,,0.456243276
25-08-2020,Bahamas,394088,10170,1798,46,634,1118,,,0.456243276
26-08-2020,Bahamas,394088,10192,1813,48,634,1131,,,0.460049532
27-08-2020,Bahamas,394088,10484,1923,48,733,1142,,,0.48796208
28-08-2020,Bahamas,394088,10917,2057,50,755,1252,,,0.521964637
29-08-2020,Bahamas,394088,11037,2135,50,782,1303,,,0.541757171
30-08-2020,Bahamas,394088,11093,2167,50,782,1335,,,0.549877185
31-08-2020,Bahamas,394088,11165,2217,50,801,1366,,,0.562564706
01-09-2020,Bahamas,394088,11445,2276,50,801,1425,,,0.577535982
02-09-2020,Bahamas,394088,11871,2337,50,849,1438,,,0.593014758
03-09-2020,Bahamas,394088,12117,2386,50,893,1443,,,0.605448529
04-09-2020,Bahamas,394088,12117,2386,50,893,1443,,,0.605448529
05-09-2020,Bahamas,394088,12541,2476,55,948,1473,,,0.628286068
06-09-2020,Bahamas,394088,12640,2506,56,948,1502,,,0.635898581
07-09-2020,Bahamas,394088,12833,2546,58,976,1512,,,0.646048598
08-09-2020,Bahamas,394088,13010,2585,59,976,1550,,,0.655944865
09-09-2020,Bahamas,394088,13593,2657,63,1088,1506,,,0.674214896
10-09-2020,Bahamas,394088,13971,2721,63,1183,1475,,,0.690454924
11-09-2020,Bahamas,394088,14383,2814,65,1220,1529,,,0.714053714
12-09-2020,Bahamas,394088,15083,2928,67,1319,1542,,,0.742981263
13-09-2020,Bahamas,394088,15083,2928,67,1319,1542,,,0.742981263
14-09-2020,Bahamas,394088,15196,2974,67,1344,1563,,,0.754653783
15-09-2020,Bahamas,394088,15510,3032,69,1482,1481,,,0.769371308
16-09-2020,Bahamas,394088,15840,3087,69,1533,1485,,,0.783327582
17-09-2020,Bahamas,394088,16386,3177,69,1626,1482,,,0.80616512
18-09-2020,Bahamas,394088,16386,3177,69,1626,1482,,,0.80616512
19-09-2020,Bahamas,394088,16517,3214,73,1679,1462,,,0.815553886
20-09-2020,Bahamas,394088,17009,3315,74,1689,1552,,,0.84118268
18-04-2020,Bahrain,1714145,82568,1773,7,755,1011,,,0.10343349
19-04-2020,Bahrain,1714145,85126,1881,7,759,1115,,,0.109734007
20-04-2020,Bahrain,1714145,89225,1907,7,769,1131,,,0.111250799
21-04-2020,Bahrain,1714145,94380,1973,7,784,1182,,,0.115101115
22-04-2020,Bahrain,1714145,97796,2027,7,1026,994,,,0.118251373
23-04-2020,Bahrain,1714145,100031,2217,8,1082,1127,,,0.129335616
24-04-2020,Bahrain,1714145,107273,2518,8,1113,1397,,,0.146895391
25-04-2020,Bahrain,1714145,110379,2588,8,1160,1420,,,0.15097906
26-04-2020,Bahrain,1714145,114110,2647,8,1189,1450,,,0.154421009
27-04-2020,Bahrain,1714145,117374,2723,8,1218,1497,,,0.158854706
28-04-2020,Bahrain,1714145,121706,2811,8,1310,1493,,,0.163988461
29-04-2020,Bahrain,1714145,126905,2921,8,1455,1458,,,0.170405654
30-04-2020,Bahrain,1714145,129694,3040,8,1500,1532,,,0.177347891
01-05-2020,Bahrain,1714145,134082,3170,8,1555,1607,,,0.184931846
02-05-2020,Bahrain,1714145,144155,3284,8,1718,1657,,,0.191582392
03-05-2020,Bahrain,1714145,144155,3383,8,1718,1657,,,0.197357866
04-05-2020,Bahrain,1714145,149586,3533,8,1744,1781,,,0.206108585
05-05-2020,Bahrain,1714145,155501,3720,8,1762,1950,,,0.217017814
06-05-2020,Bahrain,1714145,160341,3934,8,1860,2066,,,0.229502172
07-05-2020,Bahrain,1714145,166378,4199,8,2000,2191,,,0.244961774
08-05-2020,Bahrain,1714145,172158,4444,8,2028,2408,,,0.259254614
09-05-2020,Bahrain,1714145,178353,4774,8,2055,2711,,,0.278506194
10-05-2020,Bahrain,1714145,184029,4941,8,2070,2863,,,0.28824866
11-05-2020,Bahrain,1714145,189174,5236,8,2152,3076,,,0.305458406
12-05-2020,Bahrain,1714145,197898,5531,9,2192,3330,,,0.322668152
13-05-2020,Bahrain,1714145,205570,5816,10,2205,3601,,,0.339294517
14-05-2020,Bahrain,1714145,214084,6198,10,2353,3835,,,0.36157968
15-05-2020,Bahrain,1714145,222542,6583,12,2640,3931,,,0.384039857
16-05-2020,Bahrain,1714145,228573,6747,12,2753,3982,,,0.393607309
17-05-2020,Bahrain,1714145,236828,6956,12,2910,4034,,,0.405799976
18-05-2020,Bahrain,1714145,243031,7184,12,2931,4241,,,0.419101068
19-05-2020,Bahrain,1714145,249411,7532,12,2952,4568,,,0.439402734
20-05-2020,Bahrain,1714145,255633,7888,12,3568,4308,,,0.460171106
21-05-2020,Bahrain,1714145,262107,8174,12,3873,4289,,,0.476855809
22-05-2020,Bahrain,1714145,269179,8414,12,4096,4306,,,0.490856958
23-05-2020,Bahrain,1714145,276552,8802,13,4465,4324,,,0.513492149
24-05-2020,Bahrain,1714145,276552,9138,14,4587,4537,,,0.533093758
25-05-2020,Bahrain,1714145,283884,9171,14,4753,4404,,,0.535018916
26-05-2020,Bahrain,1714145,286223,9366,14,4938,4414,,,0.54639485
27-05-2020,Bahrain,1714145,291127,9692,15,5152,4525,,,0.565413078
28-05-2020,Bahrain,1714145,297873,10052,15,5419,4618,,,0.586414802
29-05-2020,Bahrain,1714145,304179,10449,15,5700,4734,,,0.609575036
30-05-2020,Bahrain,1714145,309573,10793,17,5826,4950,,,0.62964335
31-05-2020,Bahrain,1714145,314823,11398,19,6673,4706,,,0.664937914
01-06-2020,Bahrain,1714145,322054,11871,19,7070,4782,,,0.692531845
02-06-2020,Bahrain,1714145,330733,12311,19,7407,4885,,,0.718200619
03-06-2020,Bahrain,1714145,335895,12815,20,7410,5385,,,0.747603032
04-06-2020,Bahrain,1714145,345337,13296,21,7728,5547,,,0.775663669
05-06-2020,Bahrain,1714145,354122,13835,22,8585,5228,,,0.807107917
06-06-2020,Bahrain,1714145,361376,14383,24,9056,5303,,,0.839077208
07-06-2020,Bahrain,1714145,367056,14763,26,9468,5269,,,0.861245694
08-06-2020,Bahrain,1714145,374362,15417,27,10326,5064,,,0.899398826
09-06-2020,Bahrain,1714145,378235,15731,29,10606,5096,,,0.917716996
10-06-2020,Bahrain,1714145,386134,16200,31,11109,5060,,,0.945077575
11-06-2020,Bahrain,1714145,393910,16667,34,11487,5146,,,0.972321478
12-06-2020,Bahrain,1714145,403036,17269,36,11903,5330,,,1.007441027
13-06-2020,Bahrain,1714145,410842,17713,37,12191,5485,,,1.033343154
14-06-2020,Bahrain,1714145,418413,18227,42,12818,5367,,,1.063328948
15-06-2020,Bahrain,1714145,425192,19013,46,13267,5700,,,1.109182712
16-06-2020,Bahrain,1714145,438080,19553,47,13866,5640,,,1.140685298
17-06-2020,Bahrain,1714145,445669,19961,49,14185,5727,,,1.164487252
18-06-2020,Bahrain,1714145,454368,20430,55,14696,5679,,,1.191847831
19-06-2020,Bahrain,1714145,462627,20916,57,15287,5572,,,1.220200158
20-06-2020,Bahrain,1714145,470409,21331,60,15790,5481,,,1.244410479
21-06-2020,Bahrain,1714145,477788,21764,63,16419,5282,,,1.269670885
22-06-2020,Bahrain,1714145,485715,22407,65,16862,5480,,,1.307182298
23-06-2020,Bahrain,1714145,485715,23062,67,17450,5545,,,1.345393768
24-06-2020,Bahrain,1714145,502763,23570,69,17977,5524,,,1.375029534
25-06-2020,Bahrain,1714145,511458,24081,71,18501,5509,,,1.404840314
26-06-2020,Bahrain,1714145,521101,24805,73,19137,5595,,,1.447077114
27-06-2020,Bahrain,1714145,529242,25267,78,19781,5408,,,1.474029327
28-06-2020,Bahrain,1714145,543790,25705,83,20517,5105,,,1.499581424
29-06-2020,Bahrain,1714145,545125,26239,84,20928,5227,,,1.530733981
30-06-2020,Bahrain,1714145,554239,26758,87,21331,5340,,,1.561011466
01-07-2020,Bahrain,1714145,564365,27414,92,21948,5374,,,1.599281274
02-07-2020,Bahrain,1714145,574105,27837,94,22583,5160,,,1.6239583
03-07-2020,Bahrain,1714145,584070,28410,95,23318,4997,,,1.657386044
04-07-2020,Bahrain,1714145,592350,28857,96,23959,4802,,,1.683463184
05-07-2020,Bahrain,1714145,602151,29367,97,24649,4621,,,1.713215626
06-07-2020,Bahrain,1714145,612096,29821,98,25178,4545,,,1.739701134
07-07-2020,Bahrain,1714145,621362,30321,98,25570,4653,,,1.768870195
08-07-2020,Bahrain,1714145,630753,30931,98,26073,4760,,,1.804456449
09-07-2020,Bahrain,1714145,640219,31528,103,26520,4905,,,1.839284308
10-07-2020,Bahrain,1714145,649020,32039,104,27213,4722,,,1.869095088
11-07-2020,Bahrain,1714145,656659,32470,104,27828,4538,,,1.894238819
12-07-2020,Bahrain,1714145,666248,32941,108,28425,4408,,,1.921716074
13-07-2020,Bahrain,1714145,675451,33476,109,29099,4268,,,1.952926969
14-07-2020,Bahrain,1714145,685318,34078,111,29753,4214,,,1.988046519
15-07-2020,Bahrain,1714145,693539,34560,117,30320,4123,,,2.016165494
16-07-2020,Bahrain,1714145,703002,35084,121,30809,4154,,,2.046734669
17-07-2020,Bahrain,1714145,710686,35473,124,31188,4161,,,2.069428199
18-07-2020,Bahrain,1714145,717723,36004,124,31765,4115,,,2.100405742
19-07-2020,Bahrain,1714145,726140,36422,126,32372,3924,,,2.124791077
20-07-2020,Bahrain,1714145,735492,36936,128,32965,3843,,,2.154776871
21-07-2020,Bahrain,1714145,744694,37316,129,33455,3732,,,2.176945358
